Date           ,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
20-07-2024,8.15.00 AM,CNR3911087012,Success,CID176825,Mini,Vijayanagar,Indiranagar,154,35,NA,NA,Yes,Vehicle Breakdown,632,Cash,41,3,3.4
11-07-2024,5.43.00 PM,CNR6657813538,Success,CID555376,eBike,Bannerghatta Road,Kadugodi,294,100,NA,NA,No,NA,190,Cash,33,4.6,4.2
02-07-2024,1.22.00 AM,CNR8755664720,Canceled by Customer,CID253924,Mini,Sahakar Nagar,HSR Layout,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,969,NA,0,0,0
04-07-2024,2.13.00 AM,CNR9271694901,Canceled by Driver,CID122064,Auto,Padmanabhanagar,Sahakar Nagar,NA,NA,NA,Customer was coughing/sick,NA,NA,300,NA,0,0,0
17-07-2024,9.41.00 AM,CNR6626953383,Canceled by Customer,CID998004,Auto,Kammanahalli,Rajajinagar,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,486,NA,0,0,0
29-07-2024,2.26.00 PM,CNR6410696298,Success,CID232697,eBike,Chamarajpet,Vijayanagar,161,70,NA,NA,No,NA,434,Cash,37,4.9,3.6
14-07-2024,6.28.00 AM,CNR3325610101,Success,CID476333,Mini,BTM Layout,Vijayanagar,42,30,NA,NA,No,NA,274,Cash,9,4.8,3.4
01-07-2024,1.27.00 AM,CNR7162209765,Success,CID101544,Prime Plus,Frazer Town,Hebbal,161,25,NA,NA,No,NA,240,UPI,42,3.7,4.4
05-07-2024,8.52.00 PM,CNR6109622128,Driver Not Found,CID364492,Prime Sedan,Vijayanagar,Malleshwaram,NA,NA,NA,NA,NA,NA,144,NA,0,0,0
01-07-2024,11.13.00 AM,CNR4421994853,Canceled by Driver,CID143782,Auto,Padmanabhanagar,Hebbal,NA,NA,NA,Personal & Car related issue,NA,NA,364,NA,0,0,0
11-07-2024,12.35.00 AM,CNR1925768452,Driver Not Found,CID704829,Auto,Padmanabhanagar,Electronic City,NA,NA,NA,NA,NA,NA,355,NA,0,0,0
08-07-2024,1.13.00 AM,CNR5648143504,Success,CID103348,Mini,Ramamurthy Nagar,Peenya,196,120,NA,NA,No,NA,466,UPI,33,3.4,3.4
12-07-2024,5.38.00 AM,CNR8115262014,Success,CID305697,Auto,Bellandur,Jayanagar,245,145,NA,NA,No,NA,562,Credit Card,15,3.5,3.8
06-07-2024,6.49.00 AM,CNR7823516770,Canceled by Driver,CID188003,Prime Plus,Ramamurthy Nagar,Ulsoor,NA,NA,NA,More than permitted people in there,NA,NA,804,NA,0,0,0
09-07-2024,12.27.00 PM,CNR8493356788,Success,CID622747,Prime SUV,Padmanabhanagar,BTM Layout,224,95,NA,NA,No,NA,767,Cash,44,3.5,4.7
30-07-2024,11.46.00 PM,CNR3058067820,Canceled by Driver,CID817628,Mini,Sarjapur Road,Kammanahalli,NA,NA,NA,Customer related issue,NA,NA,152,NA,0,0,0
01-07-2024,10.26.00 PM,CNR4333147707,Canceled by Driver,CID404369,Prime Plus,HSR Layout,Peenya,NA,NA,NA,More than permitted people in there,NA,NA,804,NA,0,0,0
28-07-2024,8.24.00 PM,CNR8641512493,Success,CID304875,Bike,Shivajinagar,Peenya,266,135,NA,NA,No,NA,408,Cash,4,3.9,3.1
12-07-2024,1.47.00 AM,CNR3403243453,Canceled by Driver,CID955257,Prime Plus,Electronic City,Hennur,NA,NA,NA,Customer related issue,NA,NA,542,NA,0,0,0
02-07-2024,7.17.00 PM,CNR7546460644,Success,CID983643,Prime SUV,Yeshwanthpur,Majestic,105,80,NA,NA,No,NA,474,UPI,27,3,4.3
11-07-2024,5.19.00 PM,CNR8208143819,Canceled by Driver,CID194959,Auto,Chamarajpet,Rajajinagar,NA,NA,NA,Customer related issue,NA,NA,226,NA,0,0,0
02-07-2024,1.33.00 AM,CNR3158442253,Canceled by Customer,CID846638,Auto,Ramamurthy Nagar,Magadi Road,NA,NA,Wrong Address,NA,NA,NA,350,NA,0,0,0
07-07-2024,5.27.00 AM,CNR1865369186,Success,CID638268,Prime Plus,Mysore Road,Koramangala,154,25,NA,NA,No,NA,332,Cash,19,4.1,3.9
22-07-2024,11.33.00 PM,CNR7198075514,Canceled by Customer,CID650773,eBike,Magadi Road,Rajajinagar,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,322,NA,0,0,0
27-07-2024,6.15.00 AM,CNR5894031971,Success,CID887772,Prime Plus,Devanahalli,Yeshwanthpur,98,130,NA,NA,No,NA,860,UPI,33,4.3,3.2
06-07-2024,12.31.00 PM,CNR6369935063,Canceled by Driver,CID307065,Prime Sedan,Rajajinagar,Marathahalli,NA,NA,NA,Customer related issue,NA,NA,991,NA,0,0,0
22-07-2024,8.00.00 AM,CNR6302101502,Success,CID280152,Bike,Yeshwanthpur,Majestic,119,105,NA,NA,No,NA,253,Cash,21,3.4,3.1
29-07-2024,1.51.00 PM,CNR6911635936,Canceled by Customer,CID781831,Auto,Ramamurthy Nagar,Kadugodi,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,493,NA,0,0,0
26-07-2024,7.36.00 PM,CNR8210949729,Success,CID681185,Bike,Kammanahalli,BTM Layout,210,130,NA,NA,No,NA,499,Cash,25,4.9,4.1
19-07-2024,1.02.00 AM,CNR7389837544,Success,CID641732,Auto,Kengeri,Majestic,35,115,NA,NA,No,NA,759,UPI,6,3.3,3.2
09-07-2024,6.31.00 AM,CNR3731051841,Driver Not Found,CID920291,Bike,BTM Layout,HSR Layout,NA,NA,NA,NA,NA,NA,425,NA,0,0,0
24-07-2024,6.12.00 AM,CNR5069047408,Canceled by Driver,CID141181,Auto,Jayanagar,Majestic,NA,NA,NA,Personal & Car related issue,NA,NA,441,NA,0,0,0
20-07-2024,6.34.00 AM,CNR5118920286,Canceled by Driver,CID339642,Auto,KR Puram,Frazer Town,NA,NA,NA,Personal & Car related issue,NA,NA,184,NA,0,0,0
06-07-2024,4.03.00 PM,CNR2162091754,Success,CID788775,Mini,Magadi Road,BTM Layout,84,65,NA,NA,No,NA,492,UPI,48,4.1,4.7
17-07-2024,12.14.00 PM,CNR7922694663,Driver Not Found,CID774019,Prime Plus,Indiranagar,Sarjapur Road,NA,NA,NA,NA,NA,NA,651,NA,0,0,0
30-07-2024,8.56.00 AM,CNR1440190398,Canceled by Customer,CID436595,Auto,Peenya,Whitefield,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,599,NA,0,0,0
15-07-2024,1.40.00 AM,CNR2463579135,Driver Not Found,CID493481,Bike,Vijayanagar,Marathahalli,NA,NA,NA,NA,NA,NA,142,NA,0,0,0
18-07-2024,11.18.00 AM,CNR3005238846,Canceled by Customer,CID906587,Bike,Tumkur Road,Vijayanagar,NA,NA,AC is Not working,NA,NA,NA,688,NA,0,0,0
29-07-2024,3.11.00 AM,CNR3639188731,Success,CID640076,Auto,Marathahalli,Shivajinagar,231,135,NA,NA,No,NA,290,Credit Card,18,4.2,4.6
03-07-2024,10.12.00 PM,CNR2618079867,Canceled by Customer,CID993822,Prime Sedan,Shantinagar,Chickpet,NA,NA,Change of plans,NA,NA,NA,419,NA,0,0,0
